Recebimentos;;;;;;;;;
Tipo;FormaPagamento;Pagamento;Crédito;Valor;ValorLiquido;Pedido;Colaborador;Id Caixa;Unidade
Recebimento - Vendas;Dinheiro;24/05/2022 14:51:18;24/05/2022;R$ 4,00;R$ 4,00;149693;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 14:40:24;25/05/2022;R$ 9,50;R$ 9,34;149691;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 14:29:50;24/05/2022;R$ 18,50;R$ 18,50;149683;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 14:27:01;24/05/2022;R$ 19,00;R$ 19,00;149690;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;24/05/2022 14:17:57;25/05/2022;R$ 16,00;R$ 15,64;149681;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 14:17:11;24/05/2022;R$ 52,00;R$ 52,00;149689;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;24/05/2022 14:15:28;25/05/2022;R$ 29,00;R$ 28,35;149688;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Elo;24/05/2022 14:13:19;24/05/2022;R$ 4,00;R$ 3,87;149687;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 14:09:04;25/05/2022;R$ 18,00;R$ 17,69;149686;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;24/05/2022 14:06:49;24/05/2022;R$ 10,00;R$ 10,00;149682;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;24/05/2022 14:02:43;25/05/2022;R$ 12,00;R$ 11,73;149684;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 13:42:37;25/05/2022;R$ 14,00;R$ 13,76;149680;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 13:34:52;25/05/2022;R$ 14,00;R$ 13,76;149679;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 13:31:50;25/05/2022;R$ 24,00;R$ 23,59;149675;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;24/05/2022 13:22:35;25/05/2022;R$ 10,00;R$ 9,83;149678;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 13:20:36;24/05/2022;R$ 4,00;R$ 4,00;149677;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;24/05/2022 13:14:25;25/05/2022;R$ 16,00;R$ 15,73;149676;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;24/05/2022 13:05:17;24/05/2022;R$ 27,50;R$ 26,85;149667;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 13:04:44;25/05/2022;R$ 24,00;R$ 23,59;149667;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 13:00:44;25/05/2022;R$ 19,00;R$ 18,68;149674;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 12:54:24;25/05/2022;R$ 19,50;R$ 19,17;149673;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 12:41:31;25/05/2022;R$ 22,00;R$ 21,63;149671;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 12:37:39;08/06/2022;R$ 29,99;R$ 26,39;149670;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 12:35:40;08/06/2022;R$ 34,99;R$ 30,79;149669;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 12:34:51;08/06/2022;R$ 37,99;R$ 33,43;149668;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 12:28:48;08/06/2022;R$ 27,99;R$ 24,63;149666;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 12:27:15;25/05/2022;R$ 21,98;R$ 21,61;149665;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 12:25:00;08/06/2022;R$ 33,99;R$ 29,91;149664;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 12:10:32;25/05/2022;R$ 8,00;R$ 7,86;149663;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 11:54:58;24/05/2022;R$ 4,00;R$ 4,00;149662;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 11:54:36;25/05/2022;R$ 18,00;R$ 17,69;149658;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 11:45:25;24/05/2022;R$ 16,00;R$ 16,00;149661;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 11:32:25;24/05/2022;R$ 24,00;R$ 24,00;149660;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 11:28:40;24/05/2022;R$ 12,00;R$ 12,00;149659;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;24/05/2022 11:01:52;25/05/2022;R$ 20,00;R$ 19,55;149657;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 10:55:35;24/05/2022;R$ 8,00;R$ 8,00;149656;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 10:47:23;24/05/2022;R$ 4,00;R$ 4,00;149655;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 10:46:24;25/05/2022;R$ 19,00;R$ 18,68;149647;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 10:41:12;24/05/2022;R$ 8,00;R$ 8,00;149654;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 10:14:14;25/05/2022;R$ 14,00;R$ 13,76;149651;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 10:12:51;24/05/2022;R$ 39,99;R$ 39,99;149650;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 10:08:33;24/05/2022;R$ 29,50;R$ 29,50;149649;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;24/05/2022 10:06:19;25/05/2022;R$ 12,00;R$ 11,79;149648;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 10:01:09;24/05/2022;R$ 8,50;R$ 8,50;149633;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 09:43:05;24/05/2022;R$ 5,00;R$ 5,00;149646;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 09:40:16;24/05/2022;R$ 20,00;R$ 20,00;149641;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;24/05/2022 09:39:49;24/05/2022;R$ 14,00;R$ 14,00;149645;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;24/05/2022 09:38:19;24/05/2022;R$ 19,50;R$ 19,50;149644;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;24/05/2022 09:35:59;25/05/2022;R$ 24,00;R$ 23,46;149643;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 09:34:44;24/05/2022;R$ 10,00;R$ 10,00;149642;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 09:33:39;08/06/2022;R$ 96,99;R$ 85,35;149640;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;24/05/2022 09:30:23;25/05/2022;R$ 4,00;R$ 3,93;149639;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 09:28:41;08/06/2022;R$ 28,99;R$ 25,51;149638;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;24/05/2022 09:27:41;08/06/2022;R$ 25,99;R$ 22,87;149637;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;24/05/2022 09:23:03;25/05/2022;R$ 15,00;R$ 14,66;149636;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 09:21:01;24/05/2022;R$ 10,00;R$ 10,00;149635;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 09:18:56;24/05/2022;R$ 1,00;R$ 1,00;149634;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;24/05/2022 09:18:52;24/05/2022;R$ 10,00;R$ 10,00;149634;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;24/05/2022 09:07:37;25/05/2022;R$ 4,00;R$ 3,93;149632;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 08:53:04;24/05/2022;R$ 7,00;R$ 7,00;149631;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;24/05/2022 08:52:07;25/05/2022;R$ 19,00;R$ 18,57;149629;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;24/05/2022 08:42:25;25/05/2022;R$ 51,00;R$ 50,14;149627;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;24/05/2022 08:37:11;25/05/2022;R$ 21,50;R$ 21,02;149630;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;24/05/2022 08:25:45;25/05/2022;R$ 12,00;R$ 11,79;149628;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 08:05:23;24/05/2022;R$ 38,00;R$ 38,00;149625;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 08:04:00;24/05/2022;R$ 45,49;R$ 45,49;149626;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 07:33:28;24/05/2022;R$ 7,00;R$ 7,00;149624;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;24/05/2022 07:31:40;25/05/2022;R$ 13,00;R$ 12,71;149623;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;24/05/2022 07:07:26;24/05/2022;R$ 29,00;R$ 29,00;149622;1-Gleica;1808;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 20:35:50;24/05/2022;R$ 59,49;R$ 58,49;149621;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;23/05/2022 20:20:03;23/05/2022;R$ 24,00;R$ 24,00;149620;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;23/05/2022 19:54:18;23/05/2022;R$ 66,00;R$ 66,00;149619;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:46:50;24/05/2022;R$ 8,50;R$ 8,35;149618;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:43:31;24/05/2022;R$ 30,00;R$ 29,49;149617;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 19:39:01;23/05/2022;R$ 17,00;R$ 17,00;149616;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:38:46;07/06/2022;R$ 4,98;R$ 4,38;149615;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;23/05/2022 19:38:38;23/05/2022;R$ 9,00;R$ 9,00;149615;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:35:44;07/06/2022;R$ 31,99;R$ 28,15;149614;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 19:34:10;24/05/2022;R$ 27,99;R$ 27,36;149613;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;23/05/2022 19:33:39;23/05/2022;R$ 20,00;R$ 20,00;149613;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 19:31:14;23/05/2022;R$ 32,99;R$ 32,99;149612;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:29:21;24/05/2022;R$ 12,00;R$ 11,79;149611;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:28:40;07/06/2022;R$ 24,99;R$ 21,99;149610;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;23/05/2022 19:28:34;23/05/2022;R$ 10,00;R$ 10,00;149610;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:27:31;07/06/2022;R$ 23,99;R$ 21,11;149609;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;23/05/2022 19:27:27;23/05/2022;R$ 10,00;R$ 10,00;149609;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:26:57;24/05/2022;R$ 32,50;R$ 31,95;149595;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:25:20;24/05/2022;R$ 42,99;R$ 42,26;149608;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:22:49;07/06/2022;R$ 29,49;R$ 25,95;149607;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 19:20:56;24/05/2022;R$ 21,00;R$ 20,53;149606;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:18:54;24/05/2022;R$ 29,00;R$ 28,51;149605;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;23/05/2022 19:17:53;23/05/2022;R$ 17,00;R$ 17,00;149604;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:16:40;07/06/2022;R$ 59,99;R$ 52,79;149603;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:14:54;07/06/2022;R$ 57,99;R$ 51,03;149602;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood - Incentivo Outros;23/05/2022 19:14:45;23/05/2022;R$ 10,00;R$ 10,00;149602;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:11:40;07/06/2022;R$ 34,99;R$ 30,79;149601;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:08:28;07/06/2022;R$ 28,99;R$ 25,51;149600;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:05:59;07/06/2022;R$ 32,99;R$ 29,03;149599;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:04:42;07/06/2022;R$ 38,99;R$ 34,31;149598;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:02:50;07/06/2022;R$ 28,99;R$ 25,51;149597;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 19:00:59;24/05/2022;R$ 26,00;R$ 25,56;149466;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;23/05/2022 19:00:30;07/06/2022;R$ 35,99;R$ 31,67;149596;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 18:58:14;24/05/2022;R$ 35,50;R$ 34,90;149582;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 18:50:04;23/05/2022;R$ 16,50;R$ 16,50;149594;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 18:44:07;23/05/2022;R$ 5,00;R$ 5,00;149593;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 18:42:24;23/05/2022;R$ 10,00;R$ 10,00;149592;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 18:41:40;24/05/2022;R$ 16,50;R$ 16,13;149591;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 18:40:02;24/05/2022;R$ 24,00;R$ 23,59;149526;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 18:39:23;24/05/2022;R$ 8,00;R$ 7,86;149590;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 18:35:53;24/05/2022;R$ 71,50;R$ 69,91;149585;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 18:34:54;24/05/2022;R$ 10,00;R$ 9,83;149589;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 18:33:45;24/05/2022;R$ 14,00;R$ 13,68;149588;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 18:32:27;24/05/2022;R$ 21,00;R$ 20,64;149587;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 18:31:05;24/05/2022;R$ 24,00;R$ 23,46;149586;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 18:28:02;24/05/2022;R$ 18,00;R$ 17,60;149578;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 18:27:05;24/05/2022;R$ 10,00;R$ 9,83;149570;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 18:20:36;24/05/2022;R$ 22,50;R$ 22,12;149581;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 17:56:28;23/05/2022;R$ 20,00;R$ 20,00;149579;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 17:51:09;23/05/2022;R$ 10,00;R$ 10,00;149577;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 17:41:44;24/05/2022;R$ 23,00;R$ 22,48;149575;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 17:34:02;23/05/2022;R$ 24,00;R$ 24,00;149573;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;23/05/2022 17:22:08;23/05/2022;R$ 7,00;R$ 7,00;149450;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 17:15:40;24/05/2022;R$ 10,00;R$ 9,83;149569;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 17:11:09;23/05/2022;R$ 10,00;R$ 10,00;149568;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;23/05/2022 17:09:36;24/05/2022;R$ 19,00;R$ 18,57;149567;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 17:08:54;24/05/2022;R$ 27,50;R$ 27,03;149539;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 17:07:54;24/05/2022;R$ 19,00;R$ 18,68;149540;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 17:07:47;24/05/2022;R$ 17,00;R$ 16,71;149532;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 17:03:44;23/05/2022;R$ 12,00;R$ 12,00;149566;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;23/05/2022 17:02:48;23/05/2022;R$ 12,00;R$ 11,71;149565;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 17:02:41;24/05/2022;R$ 28,00;R$ 27,52;149565;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 16:55:23;24/05/2022;R$ 8,50;R$ 8,31;149564;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 16:52:33;24/05/2022;R$ 15,00;R$ 14,66;149563;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:48:55;24/05/2022;R$ 5,50;R$ 5,40;149562;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 16:44:01;24/05/2022;R$ 4,00;R$ 3,93;149561;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 16:36:23;24/05/2022;R$ 15,50;R$ 15,15;149556;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;23/05/2022 16:36:15;23/05/2022;R$ 26,00;R$ 25,38;149560;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 16:34:32;24/05/2022;R$ 28,00;R$ 27,52;149559;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 16:33:33;23/05/2022;R$ 27,00;R$ 27,00;149558;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;23/05/2022 16:31:44;23/05/2022;R$ 22,00;R$ 21,48;149557;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 16:29:23;24/05/2022;R$ 7,00;R$ 6,88;149555;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:28:17;24/05/2022;R$ 11,00;R$ 10,81;149524;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:25:51;24/05/2022;R$ 18,00;R$ 17,69;149552;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 16:24:22;23/05/2022;R$ 8,00;R$ 8,00;149551;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 16:19:13;24/05/2022;R$ 29,00;R$ 28,35;149550;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;23/05/2022 16:17:36;23/05/2022;R$ 28,00;R$ 28,00;149549;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:15:41;24/05/2022;R$ 10,00;R$ 9,83;149527;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:15:25;24/05/2022;R$ 11,00;R$ 10,81;149530;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 16:12:37;23/05/2022;R$ 5,00;R$ 5,00;149548;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;23/05/2022 16:12:25;24/05/2022;R$ 4,00;R$ 3,93;149547;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:10:26;24/05/2022;R$ 19,00;R$ 18,68;149546;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 16:08:36;23/05/2022;R$ 17,00;R$ 17,00;149545;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;23/05/2022 16:00:53;24/05/2022;R$ 34,00;R$ 33,42;149533;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;23/05/2022 15:58:56;24/05/2022;R$ 9,00;R$ 8,80;149544;1-Gleica;1807;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;23/05/2022 15:55:15;23/05/2022;R$ 15,00;R$ 15,00;149543;1-Gleica;1807;Inverno D´Italia Bragança Paulista
